,Gare,Latitude,Longitude
2437,Saint-Julien - Clénay,47.4060132,5.1281864
2438,Saint-Julien-du-Sault,48.0269195,3.302688
2439,Saint-Julien-en-Genevois,46.142044,6.0855358
2440,Saint-Junien,45.8813844,0.9004849
2441,Saint-Just-en-Chaussée,49.50364,2.42949
2442,Saint-Laurent - Gainneville,49.5285649,0.2522963
2443,Saint-Laurent-d'Aigouze,43.6392883,4.1930703
2444,Saint-Laurent-de-la-Prée - Fouras,45.9930002,-1.0274305
2445,Saint-Laurent-du-Var,43.662451,7.194413
2446,Saint-Laurent-en-Grandvaux,46.5747975,5.9512119
2447,Saint-Léger-sur-Dheune,46.8484526,4.6286039
2448,Saint-Léon-sur-l'Isle,45.1233004,0.4923106
2449,Saint-Léonard,48.2170818,6.9415509
2450,Saint-Léonard-de-Noblat,45.8320199,1.481686
2451,Saint-Leu-d'Esserent,49.2140819,2.4177845
2452,Saint-Leu-la-Forêt,49.01571,2.24264
2453,Saint-Lô,49.116975,-1.099525
2454,Saint-Lothain,46.8231806,5.6439849
2455,Saint-Loubès,44.9224009,-0.4333056
2456,Saint-Louis,47.5906094,7.5559882
2457,Saint-Louis La Chaussée,47.6094781,7.5312095
2458,Saint-Louis les Aygalades,43.3461208,5.3651173
2459,Saint-Macaire,44.5686216,-0.2270601
2460,Saint-Maixent-L'École,46.406607,-0.201073
2461,Saint-Malo,48.646859,-2.004158
2462,Saint-Mammès,48.382171,2.81593
2463,Saint-Marcel,43.28818,5.4671155
2464,Saint-Marcel en Dombes,45.9503701,4.9775148
2465,Saint-Marcellin,45.150898,5.323649
2466,Saint-Mariens - Saint-Yzan,45.139072,-0.3917824
2467,Saint-Mars-la-Brière,48.0285239,0.3656778
2468,Saint-Martin d'Étampes,48.42747,2.145401
2469,Saint-Martin du Touch,43.5997881,1.3718548
2470,Saint-Martin-d'Oney,43.9301115,-0.6516933
2471,Saint-Martin-de-Crau,43.6223344,4.8003403
2472,Saint-Martin-du-Mont,46.095871,5.303003
2473,Saint-Martin-du-Vivier,49.4704151,1.1615438
2474,Saint-Martin-le-Beau,47.3552058,0.9058418
2475,Saint-Martory,43.1385721,0.934859
2476,Saint-Mathurin-sur-Loire,47.4122473,-0.3182267
2477,Saint-Maurice-de-Beynost,45.827421,4.976986
2478,Saint-Médard-d'Eyrans,44.7168571,-0.5057172
2479,Saint-Médard-de-Guizières,45.0155723,-0.0488253
2480,Saint-Médard-sur-Ille,48.2742219,-1.6674886
2481,Saint-Michel - Valloire,45.216916,6.4719135
2482,Saint-Michel Notre-Dame,48.85348,2.34545
2483,Saint-Michel-sur-Meurthe,48.3269843,6.8882777
2484,Saint-Michel-sur-Orge,48.635479,2.306632
2485,Saint-Nabord,48.0461722,6.5818945
2486,Saint-Nazaire,47.286412,-2.211096
2487,Saint-Nom-la-Bretèche Forêt de Marly,48.8677671,2.0509372
2488,Saint-Omer,50.7536204,2.2667624
2489,Saint-Omer-en-Chaussée,49.5306261,1.9970829
2490,Saint-Ouen,48.90531,2.32257
2491,Saint-Ouen-l'Aumône,49.04527,2.10651
2492,Saint-Ouen-l'Aumône Liesse,49.0338707,2.1279345
2493,Saint-Ouen-l'Aumône Quartier de l'Église,49.03997,2.10369
2494,Saint-Paterne-Racan,47.6042003,0.4783289
2495,Saint-Patrice,47.2855394,0.3096916
2496,Saint-Paul-de-Varax,46.1000331,5.1282046
2497,Saint-Pé-de-Bigorre,43.1015768,-0.1619763
2498,Saint-Péray,44.94771,4.85035
2499,Saint-Piat,48.5429526,1.5904889
2500,Saint-Pierre-d'Albigny,45.557397,6.156151
2501,Saint-Pierre-d'Aurillac,44.5752452,-0.1876216
2502,Saint-Pierre-de-Chignac,45.1234881,0.856103
2503,Saint-Pierre-des-Corps,47.386099,0.72355
2504,Saint-Pierre-du-Vauvray,49.2339135,1.2248947
2505,Saint-Pierre-en-Faucigny,46.0593442,6.3757533
2506,Saint-Pierre-la-Cour,48.1135968,-1.0252972
2507,Saint-Pierre-le-Moûtier,46.7932373,3.1117427
2508,Saint-Pierre-Quiberon,47.5210574,-3.138905
2509,Saint-Pierre-sur-Dives,49.0231057,-0.0405855
2510,Saint-Pol-de-Léon,48.6768402,-3.98731
2511,Saint-Pol-sur-Ternoise,50.37913,2.33939
2512,Saint-Priest,45.686659,4.934242
2513,Saint-Priest-Taurion,45.8872383,1.4002297
2514,Saint-Quentin,49.8400482,3.2970089
2515,Saint-Quentin en Yvelines - Montigny-le-Bretonneux,48.78657,2.04523
2516,Saint-Quentin-Fallavier,45.638109,5.099896
2517,Saint-Rambert-d'Albon,45.297797,4.810849
2518,Saint-Rambert-en-Bugey,45.9473397,5.438622
2519,Saint-Raphaël,43.42356,6.769083
2520,Saint-Remy-en-l'Eau,49.4681726,2.4258609
2521,Saint-Roch,49.8933575,2.2837132
2522,Saint-Romain-de-Popey,45.8616053,4.5423351
2523,Saint-Romain-le-Puy,45.5545543,4.1208275
2524,Saint-Rome-de-Cernon,44.013981,2.9673744
2525,Saint-Saturnin-lès-Avignon,43.9531783,4.9352794
2526,Saint-Savinien,45.8759277,-0.6778775
2527,Saint-Saviol,46.1470046,0.2179
2528,Saint-Sébastien,46.3859938,1.5466809
2529,Saint-Sébastien Frêne Rond,47.1903914,-1.4957437
2530,Saint-Sébastien Pas Enchantés,47.2069513,-1.5109069
2531,Saint-Senoux - Pléchâtel,47.8977519,-1.7661904
2532,Saint-Seurin-sur-l'Isle,45.0114075,-0.0026606
2533,Saint-Sever,48.843608,-1.0516979
2534,Saint-Sulpice - Auteuil,49.3473824,2.1164133
2535,Saint-Sulpice - Izon,44.9142742,-0.392135
2536,Saint-Sulpice (Tarn),43.775073,1.680702
2537,Saint-Sulpice-Laurière,46.0469183,1.4762218
2538,Saint-Symphorien-de-Marmagne,46.8442215,4.3377542
2539,Saint-Thégonnec,48.4942082,-3.9483116
2540,Saint-Vallier sur Rhône,45.186395,4.81439
2541,Saint-Victor - Thizy,46.0024781,4.2810245
2542,Saint-Victor-l'Abbaye,49.6770346,1.1097122
2543,Saint-Victurnien,45.8765887,1.0095737
2544,Saint-Vincent le Château,45.1488794,3.9186273
2545,Saint-Vincent-de-Tyrosse,43.657736,-1.306493
2546,Saint-Vit,47.183507,5.809057
2547,Saint-Yrieix-la-Perche,45.5192516,1.2053608
2548,Sainte-Anne,47.6785805,-2.96048
2549,Sainte-Bazeille,44.5326935,0.0931269
2550,Sainte-Cécile-d'Andorge,44.2554362,3.9758497
2551,Sainte-Colombe,46.879207,6.2659748
2552,Sainte-Colombe Septveilles,48.52959,3.25602
2553,Sainte-Eulalie - Carbon-Blanc,44.8978327,-0.4939737
2554,Sainte-Foy-la-Grande,44.836886,0.221519
2555,Sainte-Gauburge,48.7172632,0.4281082
2556,Sainte-Geneviève-des-Bois,48.653245,2.313161
2557,Sainte-Léocadie,42.4411844,2.0104348
2558,Sainte-Lizaigne,47.002251,2.0298004
2559,Sainte-Marguerite,50.7403764,3.0092045
2560,Sainte-Marthe en Provence,43.3392414,5.390412
2561,Sainte-Maure - Noyant,47.1112361,0.5769439
2562,Sainte-Menehould,49.0899635,4.9037635
2563,Sainte-Pazanne,47.1055419,-1.8138744
2564,Saintes,45.74874,-0.6179
2565,Salbris,47.42522,2.04778
2566,Saléchan - Siradan,42.9633091,0.6312526
2567,Sallanches - Combloux - Megève,45.935702,6.636431
2568,Sallaumines,50.4223266,2.8556769
2569,Salles-Courbatiès,44.4751593,2.0787662
2570,Salomé,50.5414529,2.8366078
2571,Salon-de-Provence,43.639061,5.088569
2572,Salses-le-Château,42.8356091,2.9174466
2573,Sannois,48.97016,2.26377
2574,Sanry-sur-Nied,49.0445991,6.3399775
2575,Santenay les Bains,46.9106752,4.7017523
2576,Santes,50.5920123,2.961977
2577,Santeuil - Le Perchay,49.12416,1.94893
2578,Saône,47.2097669,6.1013089
2579,Sarcelles - Saint-Brice,48.99529,2.36867
2580,Sarlat-la-Canéda,44.8770213,1.220328
2581,Sarliève - Cournon,45.7387697,3.1681196
2582,Sarralbe,49.0009161,7.0367713
2583,Sarrance,43.0496,-0.599962
2584,Sarre-Union,48.9360172,7.0850443
2585,Sarrebourg,48.73808,7.05285
2586,Sarreguemines,49.1073357,7.0686398
2587,Sarreinsming,49.086306,7.1120387
2588,Sartrouville,48.9379523,2.1575173
2589,Sathonay - Rillieux,45.820264,4.875315
2590,Saubusse,43.6603331,-1.1901703
2591,Saujon,45.6665019,-0.9300187
2592,Saulon,47.224035,5.1045991
2593,Saulxures,48.3895555,7.1478548
2594,Saumur,47.269,-0.07136
2595,Sausset-les-Pins,43.332864,5.110001
2596,Sauto,42.5063705,2.1600389
2597,Sauveterre-la-Lémance,44.5893893,1.0115419
2598,Savenay,47.35859,-1.950957
2599,Savennières - Béhuard,47.3817332,-0.6540004
2600,Saverdun,43.239357,1.570616
2601,Saverne,48.7444606,7.3620802
2602,Savigny-le-Temple - Nandy,48.595519,2.583678
2603,Savigny-sur-Orge,48.67614,2.35173
2604,Savonnières,47.3605797,0.5441817
2605,Savy-Berlette,50.3538756,2.5577316
2606,Sceaux - Boëssé,48.1221004,0.5724063
2607,Scherwiller,48.2869344,7.4301867
2608,Schirmeck - La Broque,48.47973,7.21594
2609,Schopperten,48.9456499,7.055779
2610,Schweighouse-sur-Moder,48.8286765,7.7425635
2611,Schwindratzheim,48.7536468,7.6005468
2612,Seclin,50.5486319,3.0350084
2613,Sedan,49.695024,4.930373
2614,Sées,48.5998998,0.1661851
2615,Sélestat,48.2601166,7.443278
2616,Selles-Saint-Denis,47.3883857,1.9222038
2617,Selles-sur-Cher,47.2816956,1.5461989
2618,Seltz,48.8965635,8.0986724
2619,Sénas,43.7409571,5.0733645
2620,Sennecey-le-Grand,46.6406445,4.874316
2621,Senozan,46.3921451,4.8710626
2622,Sens,48.197856,3.267833
2623,Séon Saint-Henri,43.3624191,5.3399592
2624,Sept-Saulx,49.1511332,4.2569742
2625,Septèmes-les-Vallons,43.4031137,5.3701756
2626,Serdinya,42.567023,2.3230869
2627,Sérézin-du-Rhône,45.62716,4.81806
2628,Sérifontaine,49.3572878,1.7639818
2629,Sermaise,48.53536,2.06865
2630,Sermizelles - Vézelay,47.5289068,3.7928695
2631,Serqueux,49.6315093,1.5395267
2632,Serquigny,49.1074117,0.7189895
2633,Serres,44.4246573,5.7184201
2634,Servas - Lent,46.1306663,5.1681312
2635,Servon-sur-Vilaine,48.112224,-1.4667757
2636,Servoz,45.9244592,6.763444
2637,Sessenheim,48.7964628,7.9893194
2638,Sète,43.412485,3.69656
2639,Seugy,49.1189923,2.3989116
2640,Seurre,46.9964114,5.1513121
2641,Sévérac,47.5498647,-2.072707
2642,Sévérac-d'Aveyron,44.3246516,3.0569451
2643,Sevran - Livry,48.93601,2.53484
2644,Sevran Beaudottes,48.94743,2.52474
2645,Sèvres - Ville-d'Avray,48.82746,2.20051
2646,Sèvres Rive Gauche,48.8214311,2.2147536
2647,Seyssel - Corbonod,45.9630307,5.8315162
2648,Sierck-les-Bains,49.443655,6.350327
2649,Sierentz,47.656047,7.459142
2650,Sillé-le-Guillaume,48.1818735,-0.1289696
2651,Sillery,49.20324,4.14427
2652,Simandre-sur-Suran,46.2202097,5.4210929
2653,Simiane,43.434747,5.426148
2654,Sin-le-Noble,50.356612,3.112777
2655,Siorac-en-Périgord,44.8197409,0.9844566
2656,Sisteron,44.1902025,5.9465888
2657,Soissons,49.3691983,3.3381259
2658,Solignac - Le Vigen,45.7561586,1.2856817
2659,Solliès-Pont,43.1907805,6.0464158
2660,Somain,50.3557,3.27738
2661,Sommery,49.6297244,1.4353726
2662,Sorgues - Châteauneuf-du-Pape,44.0053909,4.8756182
2663,Sospel,43.876545,7.453788
2664,Sotteville-lès-Rouen,49.4129479,1.102362
2665,Souillac,44.902127,1.466605
2666,Soulac-sur-Mer,45.5081769,-1.1175894
2667,Soultz-sous-Forêts,48.9347687,7.8827184
2668,Souppes - Château-Landon,48.181907,2.734971
2669,Sous le Bois,50.2655833,3.93961
2670,Stade de France Saint-Denis,48.91779,2.35134
2671,Staffelfelden,47.8279612,7.2651657
2672,Stains La Cerisaie T11,48.9548,2.39209
2673,Steenbecque,50.6806568,2.510089
2674,Steenwerck,50.713459,2.7855769
2675,Steinbourg,48.7635292,7.416299
2676,Stephansfeld,48.7175872,7.7045946
2677,Strasbourg,48.584967,7.734584
2678,Strasbourg Roethig,48.5632897,7.6950455
2679,Strazeele,50.713492,2.6312181
2680,Sucé-sur-Erdre,47.3431347,-1.5299873
2681,Suèvres,47.6802248,1.4540981
2682,Suippes,49.1202289,4.5439253
2683,Surdon,48.6647685,0.1344097
2684,Suresnes Mont Valérien,48.87155,2.22131
2685,Surgères,46.113238,-0.762284
2686,Survilliers - Fosses,49.09961,2.52527
2687,Sury-le-Comtal,45.5291194,4.1824904
2688,Tacoignières - Richebourg,48.8295827,1.6689566
2689,Taconnaz,45.8992065,6.8258755
2690,Tagolsheim,47.6549682,7.2641437
2691,Taillebourg,45.8305696,-0.6451123
2692,Tain-l'Hermitage - Tournon,45.072183,4.839967
2693,Tantonville,48.4838433,6.129105
2694,Tanus,44.1003384,2.3151214
2695,Tarare,45.889921,4.439208
2696,Tarascon,43.801331,4.657206
2697,Tarascon-sur-Ariège,42.8495385,1.5999321
2698,Tarbes,43.239955,0.069415
2699,Tassin,45.76151,4.75857
2700,Taverny,49.02536,2.22187
2701,Teillé,48.1812341,0.1913397
2702,Templeuve,50.52863,3.17559
2703,Tenay - Hauteville,45.9222096,5.5016101
2704,Tende,44.089922,7.5941608
2705,Tergnier,49.6591862,3.2972491
2706,Terrasson-Lavilledieu,45.1357901,1.3004219
2707,Tessonnières,43.9284209,1.9369531
2708,Teting-sur-Nied,49.051605,6.6646267
2709,Thann,47.8088208,7.1069795
2710,Thann Centre,47.8099229,7.101046
2711,Thann Saint-Jacques,47.8133155,7.0938473
2712,Thaon,48.24465,6.416384
2713,Theillay,47.3139904,2.0443867
2714,Thenissey,47.4947945,4.6221929
2715,Thenon,45.1601857,1.0686905
2716,Théoule-sur-Mer,43.5134929,6.9367978
2717,Thésée,47.322271,1.3120568
2718,Thézy-Glimont,49.8118528,2.435931
2719,Thiaville-sur-Meurthe,48.4139874,6.8102635
2720,Thiennes,50.6523561,2.4729218
2721,Thiers,45.8610502,3.5431798
2722,Thieux - Nantouillet,49.0084346,2.6805271
2723,Thionville,49.353931,6.169543
2724,Thiviers,45.418965,0.921348
2725,Thomery,48.394462,2.763995
2726,Thonon-les-Bains,46.369004,6.481669
2727,Thouaré-sur-Loire,47.2651143,-1.4409626
2728,Thouars,46.9852442,-0.2097941
2729,Thourotte,49.4760722,2.8830021
2730,Thuès Carença,42.5229486,2.2227279
2731,Thuès les Bains,42.5288009,2.249094
2732,Thun le Paradis,49.00687,1.91922
2733,Tieffenbach - Struth,48.9062169,7.25527
2734,Tiercé,47.617532,-0.469347
2735,Tillières-sur-Avre,48.7608617,1.0545647
2736,Tincques,50.35699,2.4980285
2737,Tonnay-Charente,45.9433989,-0.8978981
2738,Tonneins,44.392796,0.314093
2739,Tonnerre,47.85938,3.97355
2740,Torfou-Sèvremoine,47.0331153,-1.1173797
2741,Torpes - Boussières,47.1637546,5.8887804
2742,Touët-de-l'Escarène,43.8470835,7.364363
2743,Toul,48.679018,5.880615
2744,Toulon,43.12837,5.929293
2745,Toulouse Matabiau,43.611206,1.453616
2746,Tourcoing,50.71683,3.16804
2747,Tournan-en-Brie,48.7393088,2.75957134
2748,Tournay,43.1836066,0.2389703
2749,Tournemire - Roquefort,43.9698002,3.0166261
2750,Tournus,46.56668,4.906647
2751,Tours,47.389781,0.693703
2752,Tourville-la-Rivière,49.3248177,1.098964
2753,Toury,48.193606,1.939565
2754,Tracy - Sancerre,47.3376398,2.8804164
2755,Traou Nez,48.7485663,-3.1348766
2756,Trappes,48.7751158,2.0066335
2757,Trégonneau - Squiffiec,48.6243578,-3.1742524
2758,Trélazé,47.45272,-0.4696
2759,Trémolat,44.8625105,0.8303278
2760,Trentels Ladignac,44.4430308,0.8850548
2761,Tressin,50.6118114,3.1895634
2762,Tricot,49.5619878,2.5815586
2763,Trie-Château,49.2827168,1.8180386
2764,Triel-sur-Seine,48.98099,2.00577
2765,Trilport,48.96013551,2.94953688
2766,Trith-Saint-Léger,50.3318146,3.4893247
2767,Trois Chênes,47.6480822,6.8462281
2768,Trois-Puits,49.2067481,4.0384678
2769,Tronsanges,47.113029,3.0541532
2770,Trouville - Deauville,49.360005,0.084167
2771,Troyes,48.296069,4.065281
2772,Tulle,45.258725,1.756467
2773,Tullins Fures,45.300996,5.492194
2774,Turckheim,48.0856288,7.279466
2775,Turenne,45.0379541,1.6007045
2776,Uchaud,43.7583991,4.2683101
2777,Uckange,49.3032605,6.1567735
2778,Ur - Les Escaldes,42.457481,1.9404821
2779,Urçay - La Perche,46.6295123,2.5865708
2780,Urmatt,48.5257763,7.3385385
2781,Urt,43.4993785,-1.3005564
2782,Us,49.09969,1.97076
2783,Ussel,45.5574383,2.3143439
2784,Ustaritz Jatxou,43.4048083,-1.4489654
2785,Uzerche,45.4407088,1.5702735
2786,Vaas,47.6707702,0.3165096
2787,Vaires - Torcy,48.874953,2.639986
2788,Val d'Argenteuil,48.95042,2.23088
2789,Val de Fontenay,48.854238,2.489097
2790,Val-de-Reuil,49.275437,1.224147
2791,Val-de-Vesle,49.17792,4.22221
2792,Valdahon,47.14975,6.342275
2793,Valdahon Camp Militaire,47.1510452,6.3148621
2794,Valençay,47.163172,1.5584442
2795,Valence,44.928049,4.893273
2796,Valence d'Agen,44.1117317,0.8915743
2797,Valence TGV Rhône-Alpes Sud,44.991545,4.978703
2798,Valenciennes,50.363259,3.517115
2799,Valergues - Lansargues,43.672678,4.0601085
2800,Valleiry,46.1092875,5.96735
2801,Valleroy - Moineville,49.2056957,5.9360165
2802,Vallon-en-Sully,46.5363284,2.6107538
2803,Vallorcine,46.0324983,6.9326694
2804,Valmondois,49.09182,2.20238
2805,Valognes,49.505454,-1.47986
2806,Vandières,48.9521683,6.0392275
2807,Vannes,47.665169,-2.75245
2808,Vanves - Malakoff,48.8181959,2.2920988
2809,Varades - Saint-Florent le Vieil,47.3744471,-1.019712
2810,Varangéville - Saint-Nicolas,48.63533929,6.31286037
2811,Varennes-sur-Allier,46.3154922,3.3941783
2812,Varennes-sur-Fouzon,47.2144095,1.6145221
2813,Varetz,45.1911631,1.4472859
2814,Varilhes,43.0415593,1.6284818
2815,Vauboyen,48.7590575,2.192119
2816,Vaucelles,49.02193,2.22885
2817,Vaucresson,48.83688,2.15255
2818,Vaudagne,45.9088517,6.7726673
2819,Vaulry,46.0247131,1.1091331
2820,Vaumoise,49.2339406,2.9885685
2821,Vauvert,43.6950375,4.270165
2822,Vaux-sur-Seine,49.00699,1.96342
2823,Vauxaillon,49.4741418,3.4096166
2824,Vauzelles,47.0013565,3.1342094
2825,Vayrac,44.9501471,1.7062871
2826,Vayres,44.89717,-0.31686
2827,Veauche - Saint-Galmier,45.565928,4.293438
2828,Veigné,47.2915255,0.7348815
2829,Velars-sur-Ouche,47.3265197,4.9274603
2830,Vélines,44.8520145,0.1036584
2831,Vendenheim,48.6659659,7.7177824
2832,Vendeuvre-sur-Barse,48.2400686,4.4672135
2833,Vendôme,47.8021498,1.0678728
2834,Vendôme - Villiers-sur-Loir TGV,47.821937,1.021143
2835,Venerque - Vernet,43.433361,1.426079
2836,Vénissieux,45.705551,4.888109
2837,Verdun,49.165406,5.379701
2838,Véretz - Montlouis,47.3715058,0.8199079
2839,Vergèze - Codognan,43.739877,4.218842
2840,Vermenton,47.6605943,3.7320212
2841,Vern-sur-Seiche,48.0469707,-1.5966524
2842,Vernaison,45.6456478,4.8132908
2843,Verneuil-l'Étang,48.644689,2.825006
2844,Verneuil-sur-Avre,48.7424857,0.9291925
2845,Verneuil-sur-Serre,49.6486805,3.6677085
2846,Verneuil-sur-Vienne,45.837848,1.1126156
2847,Vernon - Giverny,49.091336,1.47857
2848,Vernou-la-Celle-sur-Seine,48.3864547,2.8424649
2849,Vernouillet - Verneuil,48.9811884,1.9828731
2850,Verrey-sous-Salmaise,47.4385905,4.6700223
2851,Versailles Chantiers,48.7958264,2.1358827
2852,Versailles Château Rive Gauche,48.8003635,2.1288274
2853,Versailles Rive Droite,48.8096525,2.1347523
2854,Versigny,49.6574494,3.4335692
2855,Vert Galant,48.94467,2.5667
2856,Vertaizon,45.784543,3.288269
2857,Vertou,47.1861428,-1.4780052
2858,Vervins,49.8299236,3.8936313
2859,Verzeille,43.1304633,2.3212626
2860,Vesoul,47.6177734,6.151926
2861,Veuves - Monteaux,47.4756722,1.1238749
2862,Veynes Dévoluy,44.5320046,5.815764
2863,Vézelise,48.4805518,6.1006508
2864,Viaduc Sainte-Marie,45.897096,6.7850134
2865,Viarmes,49.11692,2.36838
2866,Vias,43.315653,3.4253562
2867,Vic - Mireval,43.5007687,3.7994505
2868,Vic-le-Comte,45.664911,3.207079
2869,Vic-sur-Cère,44.975877,2.6316644
2870,Vichy,46.126979,3.430448
2871,Vidauban,43.4309416,6.4338501
2872,Vieilleville,46.0910959,1.6736439
2873,Vielmur-sur-Agout,43.623928,2.0895781
2874,Vienne,45.521207,4.874211
2875,Vierzon,47.226497,2.059822
2876,Vierzon Forges,47.2099931,2.0994545
2877,Vierzy,49.2910309,3.2773026
2878,Viescamp-sous-Jallès,44.91831,2.29021
2879,Vieux-Thann,47.8058505,7.1194904
2880,Vieux-Thann Zone Industrielle,47.8020615,7.1326428
2881,Viévola,44.1125561,7.5627976
2882,Vif,45.0476532,5.6854542
2883,Vigeois,45.3829467,1.5149455
2884,Vigneux-sur-Seine,48.70816,2.41446
2885,Vignols - Saint-Solve,45.313078,1.397515
2886,Vignory,48.2701366,5.1241594
2887,Villabé,48.592637,2.461572
2888,Villaines-sous-Bois,49.0798273,2.3513736
2889,Villars-les-Dombes,46.004206,5.028404
2890,Villedieu-les-Poêles,48.8340495,-1.225559
2891,Villefort,44.4395099,3.9240146
2892,Villefranche - Vernet-les-Bains,42.591998,2.370396
2893,Villefranche-de-Lauragais,43.398537,1.714725
2894,Villefranche-de-Rouergue,44.347498,2.0364594
2895,Villefranche-du-Périgord,44.6270124,1.0490908
2896,Villefranche-sur-Cher,47.2948034,1.768094
2897,Villefranche-sur-Mer,43.707061,7.314129
2898,Villefranche-sur-Saône,45.9845,4.72077
2899,Villefranque,43.4313998,-1.4564514
2900,Villeherviers,47.3694005,1.7972555
2901,Villenave-d'Ornon,44.7683428,-0.5472574
2902,Villeneuve Triage,48.745198,2.438192
2903,Villeneuve-la-Comtesse,46.0986599,-0.5130717
2904,Villeneuve-la-Guyard,48.342425,3.071655
2905,Villeneuve-le-Roi,48.739908,2.426084
2906,Villeneuve-lès-Maguelone,43.5438231,3.849917
2907,Villeneuve-Loubet,43.629928,7.134066
2908,Villeneuve-Saint-Georges,48.730113,2.446011
2909,Villeneuve-sur-Allier,46.6592073,3.2469557
2910,Villeneuve-sur-Yonne,48.0850129,3.2869251
2911,Villennes-sur-Seine,48.9394602,1.9993185
2912,Villenouvelle,43.4330358,1.661081
2913,Villeparisis - Mitry-le-Neuf,48.95325,2.60243
2914,Villeperdue,47.2020438,0.6336449
2915,Villepinte,48.96292,2.51205
2916,Villepreux - Les Clayes,48.8239168,1.9930652
2917,Villereversure,46.1944145,5.3977089
2918,Villers sur Thère,49.414583,2.1355274
2919,Villers-Bretonneux,49.86295,2.52141
2920,Villers-Cotterêts,49.25026,3.0937
2921,Villers-les-Pots,47.2066023,5.3478716
2922,Villers-Saint-Paul,49.2825762,2.4899067
2923,Villers-Saint-Sépulcre,49.3680779,2.2204386
2924,Villers-sur-Mer,49.3159865,0.0099283
2925,Villetaneuse Université T11,48.96,2.34251
2926,Villiers - Neauphle - Pontchartrain,48.81550666129636,1.876934489891097
2927,Villiers Montbarbin,48.8632544,2.8830418
2928,Villiers-le-Bel - Gonesse - Arnouville,48.994175,2.4162288
2929,Villiers-sur-Marne - Le Plessis-Trévise,48.823039,2.541761
2930,Vimy,50.3732316,2.8229549
2931,Vinay,45.20797,5.41005
2932,Vinça,42.6481368,2.5276163
2933,Vincelles,47.7042304,3.6284728
2934,Vincey,48.3436471,6.3355129
2935,Vions - Chanaz,45.8243131,5.8072311
2936,Vire,48.846329,-0.882884
2937,Vireux-Molhain,50.0827968,4.7233909
2938,Virieu sur Bourbre,45.491703,5.4721424
2939,Virieu-le-Grand - Belley,45.8482817,5.6536162
2940,Viroflay Rive Droite,48.8056695,2.1683208
2941,Viroflay Rive Gauche,48.800517,2.1711466
2942,Virville - Manneville,49.5835958,0.3541609
2943,Viry-Châtillon,48.676182,2.386391
2944,Viry-Noureuil,49.6274493,3.2503611
2945,Vis à Marles,50.5050115,2.5171137
2946,Vitré,48.122671,-1.211754
2947,Vitrolles Aéroport Marseille Provence,43.441734,5.237122
2948,Vitry-en-Artois,50.3276092,2.9820833
2949,Vitry-le-François,48.718142,4.587581
2950,Vitry-sur-Seine,48.800768,2.402229
2951,Vittel,48.2024882,5.9418718
2952,Viviers-du-Lac,45.648502,5.9033389
2953,Viviez - Decazeville,44.5555678,2.2182582
2954,Vivoin - Beaumont,48.2302093,0.1447829
2955,Vivonne,46.4266355,0.2653156
2956,Voiron,45.364037,5.595054
2957,Voivres-lès-le-Mans,47.9304199,0.0853466
2958,Volvic,45.864715,3.0031455
2959,Vonnas,46.2272852,4.9916677
2960,Voreppe,45.290417,5.632119
2961,Vorey,45.1829093,3.911422
2962,Vosves,48.5151115,2.5991469
2963,Vougeot - Gilly-lès-Cîteaux,47.1755556,4.9715685
2964,Voujeaucourt,47.4789729,6.7699667
2965,Voutenay,47.5613477,3.7803454
2966,Voutré,48.1340521,-0.2921804
2967,Voves,48.2750095,1.6222874
2968,Voyenne,49.7260708,3.7202555
2969,Vraincourt - Viéville,48.2366981,5.1239383
2970,Vrigne-Meuse,49.7010822,4.8438063
2971,Vulaines-sur-Seine - Samoreau,48.4305468,2.7531008
2972,Wacquemoulin,49.5032575,2.6116581
2973,Walbach,48.0580062,7.2334758
2974,Walbourg,48.8862164,7.8092705
2975,Walheim,47.6416406,7.2633202
2976,Waligator Parc,49.22492,6.15946
2977,Wallers,50.384611,3.3937454
2978,Wambaix,50.1338767,3.3114074
2979,Wambrechies,50.6812648,3.0402974
2980,Watten - Éperlecques,50.8254043,2.2079599
2981,Wattignies - Templemars,50.5793139,3.051975
2982,Wavrin,50.57443,2.93672
2983,Wesserling,47.8899651,6.997519
2984,Weyersheim,48.7177903,7.7971027
2985,Wihr-au-Val - Soultzbach,48.0460522,7.2095351
2986,Willer-sur-Thur,47.8425494,7.0693196
2987,Wilwisheim,48.745831,7.5077599
2988,Wimille - Wimereux,50.7638456,1.6137455
2989,Wingen-sur-Moder,48.9200646,7.3811114
2990,Wisches,48.5076495,7.2700936
2991,Wissembourg,49.0318895,7.9501435
2992,Wittring,49.0559404,7.1410655
2993,Woelfling-lès-Sarreguemines,49.094747,7.190609
2994,Woincourt,50.05867,1.537044
2995,Woippy,49.1487965,6.155621
2996,Xertigny,48.0530255,6.3767687
2997,Xeuilley,48.5697134,6.1022334
2998,Ychoux,44.3292659,-0.9460318
2999,Yerres,48.706759,2.48337
3000,Yffiniac,48.4702462,-2.6524629
3001,Ygos-Saint-Saturnin,43.9781851,-0.7361528
3002,Ytrac,44.9106891,2.3644474
3003,Yutz,49.361354,6.2093949
3004,Yvetot,49.622035,0.750115
3005,Zetting,49.0783736,7.13454
3006,Zillisheim,47.6943143,7.2945376
