gc_obo_gare_origine_r_code_uic_c,gc_obo_type_c,gc_obo_gare_origine_r_name,gc_obo_nature_c,gc_obo_nom_recordtype_sc_c,date,gc_obo_date_heure_restitution_c
0087384008,"Livres, articles de papéterie",Paris Saint-Lazare,Chemise à rabat,Objet trouvé,2020-08-28T12:25:29+02:00,2020-08-28T12:27:09+02:00
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,Tablette tactile,Objet trouvé,2020-08-28T12:24:28+02:00,
0087391003,"Articles de sport, loisirs, camping",Paris Montparnasse,"Sacs de couchage, duvet",Objet trouvé,2020-08-28T12:22:27+02:00,2020-08-31T12:50:42+02:00
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à dos,Objet trouvé,2020-08-28T12:11:26+02:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à dos,Objet trouvé,2020-08-28T11:46:29+02:00,2020-09-08T17:20:31+02:00
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-08-28T11:07:08+02:00,2020-08-28T11:53:02+02:00
0087113001,"Vêtements, chaussures",Paris Est,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2020-08-28T11:00:10+02:00,2020-09-01T09:00:11+02:00
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-28T10:44:32+02:00,
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-28T10:25:15+02:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-08-28T10:18:37+02:00,
0087384008,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,Badge magnétique,Objet trouvé,2020-08-28T09:55:34+02:00,
0087113001,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2020-08-28T09:34:18+02:00,
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-28T09:26:09+02:00,2020-09-10T10:57:40+02:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-08-28T08:23:34+02:00,2020-09-02T12:48:35+02:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-08-28T08:16:31+02:00,2020-09-02T17:21:39+02:00
0087391003,"Articles d'enfants, de puériculture",Paris Montparnasse,"Autres articles enfants, bébé",Objet trouvé,2020-08-28T08:13:25+02:00,2020-09-01T14:55:41+02:00
0087391003,"Vêtements, chaussures",Paris Montparnasse,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2020-08-28T08:05:37+02:00,
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,Carte de crédit,Objet trouvé,2020-08-27T22:14:21+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-08-27T20:33:22+02:00,
0087686006,"Articles d'enfants, de puériculture",Paris Gare de Lyon,"Autres articles enfants, bébé",Objet trouvé,2020-08-27T19:56:14+02:00,
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2020-08-27T19:48:41+02:00,2020-08-28T15:43:39+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2020-08-27T19:44:39+02:00,
0087686006,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,"Clés, porte-clés",Objet trouvé,2020-08-27T19:26:15+02:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,Téléphone portable,Objet trouvé,2020-08-27T19:15:58+02:00,2020-08-28T17:51:01+02:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sacoche pour ordinateur, photo, vidéo",Objet trouvé,2020-08-27T19:04:08+02:00,2020-08-28T15:07:11+02:00
0087271007,"Vêtements, chaussures",Paris Gare du Nord,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2020-08-27T19:02:22+02:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-08-27T18:49:01+02:00,2020-10-08T13:43:45+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-08-27T18:46:30+02:00,2020-08-27T19:35:38+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à main,Objet trouvé,2020-08-27T18:39:22+02:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-08-27T18:37:57+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à main,Objet trouvé,2020-08-27T18:30:18+02:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-08-27T18:21:30+02:00,2020-10-06T11:52:40+02:00
0087391003,"Vêtements, chaussures",Paris Montparnasse,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2020-08-27T18:00:37+02:00,
0087384008,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,Téléphone portable,Objet trouvé,2020-08-27T17:41:31+02:00,
0087391003,"Vêtements, chaussures",Paris Montparnasse,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2020-08-27T17:40:05+02:00,
0087113001,"Bagagerie: sacs, valises, cartables",Paris Est,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-08-27T16:07:44+02:00,2020-08-29T08:51:22+02:00
0087686667,"Porte-monnaie / portefeuille, argent, titres",Paris Bercy,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-27T16:00:55+02:00,2020-08-30T14:51:35+02:00
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,Téléphone portable,Objet trouvé,2020-08-27T15:26:16+02:00,2020-08-31T13:46:08+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2020-08-27T15:22:21+02:00,2020-08-27T15:26:20+02:00
0087384008,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,Téléphone portable,Objet trouvé,2020-08-27T15:10:27+02:00,2020-08-27T15:12:18+02:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-27T15:00:17+02:00,
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,Tablette tactile,Objet trouvé,2020-08-27T14:56:21+02:00,2020-08-28T10:24:46+02:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-08-27T14:56:02+02:00,
0087547000,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Sacoche ventrale, banane",Objet trouvé,2020-08-27T14:40:19+02:00,2020-08-27T14:44:25+02:00
0087547000,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-27T12:58:19+02:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,"Ordinateur, ordinateur portable, notebook protégé (étui, housse,…)",Objet trouvé,2020-08-27T12:39:41+02:00,
0087547000,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,Sac à dos,Objet trouvé,2020-08-27T12:06:42+02:00,2020-08-27T12:11:22+02:00
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,Pièce d'identité personnelle et autre,Objet trouvé,2020-08-27T11:59:26+02:00,2020-09-12T12:39:37+02:00
0087547000,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-27T11:55:05+02:00,2020-08-27T12:00:27+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2020-08-27T11:49:32+02:00,
0087547000,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Sacoche ventrale, banane",Objet trouvé,2020-08-27T11:42:22+02:00,2020-08-27T11:46:32+02:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sacoche pour ordinateur, photo, vidéo",Objet trouvé,2020-08-27T11:39:09+02:00,2020-09-02T13:43:38+02:00
0087113001,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-27T11:34:28+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-08-27T11:16:14+02:00,
0087113001,"Bagagerie: sacs, valises, cartables",Paris Est,Sac à dos,Objet trouvé,2020-08-27T11:08:59+02:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2020-08-27T11:04:19+02:00,2020-08-29T12:29:27+02:00
0087271007,"Vêtements, chaussures",Paris Gare du Nord,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2020-08-27T10:57:36+02:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-27T10:53:16+02:00,
0087384008,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,Livre numérique,Objet trouvé,2020-08-27T10:52:20+02:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2020-08-27T10:50:34+02:00,2020-08-27T11:08:09+02:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,Carte de crédit,Objet trouvé,2020-08-27T10:49:02+02:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,Carte de crédit,Objet trouvé,2020-08-27T10:45:25+02:00,
0087384008,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,"Clés, porte-clés",Objet trouvé,2020-08-27T10:36:14+02:00,
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-27T10:21:14+02:00,2020-08-27T19:17:17+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2020-08-27T09:34:37+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2020-08-27T09:13:42+02:00,2020-08-27T15:21:29+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-08-27T08:58:46+02:00,
0087113001,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2020-08-27T08:35:54+02:00,
0087391003,"Vêtements, chaussures",Paris Montparnasse,Autres vêtements,Objet trouvé,2020-08-26T21:50:40+02:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-08-26T21:37:10+02:00,2020-09-03T15:36:57+02:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-26T21:22:09+02:00,
0087686667,"Bagagerie: sacs, valises, cartables",Paris Bercy,Sac à dos,Objet trouvé,2020-08-26T21:03:28+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2020-08-26T20:44:56+02:00,
0087391003,"Vêtements, chaussures",Paris Montparnasse,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2020-08-26T20:13:32+02:00,2020-10-06T19:29:58+02:00
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,Téléphone portable,Objet trouvé,2020-08-26T20:07:30+02:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,Carte de crédit,Objet trouvé,2020-08-26T20:07:01+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à main,Objet trouvé,2020-08-26T19:58:31+02:00,2020-09-22T19:10:42+02:00
0087271007,Pièces d'identités et papiers personnels,Paris Gare du Nord,"Diplôme, papiers personnels",Objet trouvé,2020-08-26T19:48:32+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à main,Objet trouvé,2020-08-26T19:39:29+02:00,2020-08-31T08:15:41+02:00
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-26T19:25:52+02:00,
0087686006,Optique,Paris Gare de Lyon,Lunettes,Objet trouvé,2020-08-26T19:15:43+02:00,2020-08-28T09:34:48+02:00
0087686006,"Bijoux, montres",Paris Gare de Lyon,"Chaîne, collier",Objet trouvé,2020-08-26T19:03:34+02:00,
0087686006,"Bijoux, montres",Paris Gare de Lyon,Bracelet,Objet trouvé,2020-08-26T19:01:49+02:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à dos,Objet trouvé,2020-08-26T16:42:37+02:00,
0087384008,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,"Clés, porte-clés",Objet trouvé,2020-08-26T16:24:23+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-08-26T15:54:30+02:00,2020-08-27T15:31:16+02:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,Sac à dos,Objet trouvé,2020-08-26T15:40:48+02:00,
0087686006,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,"Clés, porte-clés",Objet trouvé,2020-08-26T15:34:06+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2020-08-26T15:33:34+02:00,2020-08-26T18:09:05+02:00
0087686006,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,"Clés, porte-clés",Objet trouvé,2020-08-26T15:32:11+02:00,
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,Autre pièce ou papier personnel,Objet trouvé,2020-08-26T15:28:10+02:00,2020-08-27T10:02:43+02:00
0087547000,Instruments de musique,Paris Austerlitz,Violon,Objet trouvé,2020-08-26T15:25:55+02:00,2020-08-26T15:28:03+02:00
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,Autres appareils et accessoires électroniques,Objet trouvé,2020-08-26T15:25:51+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-08-26T15:23:49+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sacoche ventrale, banane",Objet trouvé,2020-08-26T15:17:19+02:00,
0087686006,"Articles d'enfants, de puériculture",Paris Gare de Lyon,"Autres articles enfants, bébé",Objet trouvé,2020-08-26T15:14:21+02:00,
0087547000,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,"Appareil audio portable (lecteur de CD, baladeur MP3, iPod, ... )",Objet trouvé,2020-08-26T15:01:17+02:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2020-08-26T14:02:25+02:00,2020-08-31T13:37:15+02:00
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,"Sacoche ventrale, banane",Objet trouvé,2020-08-26T14:02:08+02:00,2020-08-31T14:18:37+02:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-08-26T12:59:23+02:00,2020-09-02T17:13:33+02:00
0087547000,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-26T12:52:30+02:00,2020-08-26T12:58:10+02:00
0087384008,"Vêtements, chaussures",Paris Saint-Lazare,"Pull over, gilet",Objet trouvé,2020-08-26T12:47:21+02:00,
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,Autre pièce ou papier personnel,Objet trouvé,2020-08-26T12:34:47+02:00,2020-08-27T14:45:36+02:00
0087547000,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,Téléphone portable,Objet trouvé,2020-08-26T12:03:53+02:00,2020-08-27T16:53:14+02:00
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2020-08-26T11:55:25+02:00,
0087686006,Optique,Paris Gare de Lyon,Lunettes en étui,Objet trouvé,2020-08-26T11:51:17+02:00,2020-08-27T19:50:30+02:00
0087686006,Optique,Paris Gare de Lyon,Lunettes,Objet trouvé,2020-08-26T11:40:25+02:00,
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2020-08-26T11:25:30+02:00,
0087391003,"Vêtements, chaussures",Paris Montparnasse,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2020-08-26T11:21:56+02:00,
0087271007,"Vêtements, chaussures",Paris Gare du Nord,"Pull over, gilet",Objet trouvé,2020-08-26T11:13:30+02:00,
0087271007,"Vêtements, chaussures",Paris Gare du Nord,"Pull over, gilet",Objet trouvé,2020-08-26T11:09:09+02:00,
0087686667,"Appareils électroniques, informatiques, appareils photo",Paris Bercy,"Appareil audio portable (lecteur de CD, baladeur MP3, iPod, ... )",Objet trouvé,2020-08-26T11:00:52+02:00,
0087271007,"Vêtements, chaussures",Paris Gare du Nord,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2020-08-26T10:57:54+02:00,
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-08-26T10:50:21+02:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-26T10:39:09+02:00,2020-08-26T10:43:53+02:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-26T09:38:17+02:00,2020-09-23T14:11:28+02:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-08-26T08:38:58+02:00,
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,Téléphone portable,Objet trouvé,2020-08-26T08:30:39+02:00,
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,Carte de crédit,Objet trouvé,2020-08-26T08:25:55+02:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-08-26T08:21:37+02:00,
0087391003,"Vêtements, chaussures",Paris Montparnasse,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2020-08-26T08:15:38+02:00,
0087384008,"Livres, articles de papéterie",Paris Saint-Lazare,Chemise à rabat,Objet trouvé,2020-08-26T00:05:31+02:00,2020-09-08T15:48:01+02:00
0087391003,"Vêtements, chaussures",Paris Montparnasse,Autres vêtements,Objet trouvé,2020-08-25T21:58:23+02:00,2020-10-02T18:17:50+02:00
0087391003,"Livres, articles de papéterie",Paris Montparnasse,Chemise à rabat,Objet trouvé,2020-08-25T21:55:56+02:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2020-08-25T21:44:32+02:00,2020-08-27T16:15:32+02:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-25T21:24:33+02:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,Carte de crédit,Objet trouvé,2020-08-25T21:18:56+02:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,Carte de crédit,Objet trouvé,2020-08-25T21:16:26+02:00,
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-08-25T21:12:41+02:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,Carte de crédit,Objet trouvé,2020-08-25T20:55:14+02:00,
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,Pièce d'identité personnelle et autre,Objet trouvé,2020-08-25T20:51:22+02:00,
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-08-25T20:46:52+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sacoche ventrale, banane",Objet trouvé,2020-08-25T20:43:42+02:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à main,Objet trouvé,2020-08-25T20:13:30+02:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-25T20:04:00+02:00,2020-10-01T11:20:05+02:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sacoche ventrale, banane",Objet trouvé,2020-08-25T19:54:29+02:00,2020-08-25T20:00:32+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sacoche ventrale, banane",Objet trouvé,2020-08-25T19:39:52+02:00,
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-08-25T19:22:03+02:00,2020-08-28T14:06:28+02:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-25T19:10:59+02:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-25T19:03:36+02:00,2020-08-27T16:46:35+02:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-25T18:57:13+02:00,2020-08-27T19:16:20+02:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-25T18:44:08+02:00,
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-08-25T18:40:06+02:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-25T18:03:16+02:00,2020-09-19T15:35:28+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sacoche ventrale, banane",Objet trouvé,2020-08-25T17:26:03+02:00,2020-08-28T15:10:41+02:00
0087686006,"Articles de sport, loisirs, camping",Paris Gare de Lyon,"Sacs de couchage, duvet",Objet trouvé,2020-08-25T17:01:53+02:00,2020-09-03T09:45:22+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-08-25T16:56:26+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2020-08-25T16:40:56+02:00,2020-08-29T10:24:28+02:00
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,"Sacoche pour ordinateur, photo, vidéo",Objet trouvé,2020-08-25T16:34:58+02:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,"Nécessaire, mallette de toilette, sac de maquillage",Objet trouvé,2020-08-25T16:24:26+02:00,2020-08-25T16:27:09+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-08-25T16:07:55+02:00,
0087384008,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2020-08-25T15:55:22+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-08-25T15:54:45+02:00,2020-08-26T13:26:08+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2020-08-25T15:44:47+02:00,2020-09-16T14:02:12+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-08-25T15:35:01+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-08-25T15:29:30+02:00,
0087113001,"Appareils électroniques, informatiques, appareils photo",Paris Est,Livre numérique,Objet trouvé,2020-08-25T15:04:22+02:00,2020-09-07T12:46:35+02:00
0087391003,"Bijoux, montres",Paris Montparnasse,"Chaîne, collier",Objet trouvé,2020-08-25T14:56:29+02:00,
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-25T14:40:43+02:00,
0087384008,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2020-08-25T14:34:28+02:00,2020-09-08T15:52:05+02:00
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-25T14:19:34+02:00,
0087113001,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-25T14:08:55+02:00,
0087391003,"Livres, articles de papéterie",Paris Montparnasse,Chemise à rabat,Objet trouvé,2020-08-25T14:08:55+02:00,2020-09-01T15:53:21+02:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-08-25T14:06:00+02:00,2020-08-31T12:56:09+02:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,Sac à dos,Objet trouvé,2020-08-25T14:03:52+02:00,
0087384008,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,"Clés, porte-clés",Objet trouvé,2020-08-25T14:03:28+02:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-08-25T14:02:00+02:00,
0087384008,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,"Clés, porte-clés",Objet trouvé,2020-08-25T13:59:41+02:00,
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Porte-monnaie, portefeuille",Objet trouvé,2020-08-25T13:59:34+02:00,
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,Carte de crédit,Objet trouvé,2020-08-25T13:55:15+02:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2020-08-25T13:53:27+02:00,
